Name,Rating,Pricing,Location,Cuisine,n_reviews,image_url,reviews
Hak Box,4,$,'Unit 106',Dim Sum,101,https://s3-media4.fl.yelpcdn.com/bphoto/FSmNgbfJdqNp_s1C96cK7g/o.jpg,place epitome goodness A neighborhood gem feature cuisine item neighborhood love Warren stand You get ta make clear people Hak roll cover pork My partner Muslim I eat meat We sign display delicious fulfil Hak roll Even Hal roll really fulfil These roll seem like roll make heavy
Hi-Collar,3,$$,'New York,Japanese,771,https://s3-media3.fl.yelpcdn.com/bphoto/JVKEp7PlZ4EQFA4_u_cNBQ/o.jpg,spot I wish I know sooner come upon place one evening look spot sake We initially check Sake Bar Sandwich Ordered go The food decent price definitely worth The bread dry hard katsu maybe dinner menu better brunch Really hop like place hit mediocre cake fluffy good The
Tsuta,3,,'Brooklyn,Ramen,67,https://s3-media1.fl.yelpcdn.com/bphoto/bxdu99A4GbLZL7_mp9AmTw/o.jpg,service friendly staff ramen broth immaculate savory Price affordable Michelin quality I would definitely come back I curious new US location Michelin star tsutaus bad rating Google Maps try guess definitely come Michelin ramen restaurant Brooklyn haha We seat pretty quickly come weekend lunch day The Y
H&H Reserve,4,,'Brooklyn,Sandwiches,5,https://s3-media2.fl.yelpcdn.com/bphoto/WHCIuMLAvlzNTPkkgI29QQ/o.jpg,Saw new bar food spot open excite possibility chili cheese really miss Tommy chili cheese LA decide lunch Thursday pleased food service The schnitzel sandwich delicious large portion I sad learn former neighborhood staple Sugarburg close I know seem happen Regardless
Jolene,4,,'New York,American (New),38,https://s3-media1.fl.yelpcdn.com/bphoto/5TSTAvVG33UXCTur_cWA9g/o.jpg,impromptu dinner Thursday night people know downtown Manhattan essentially impossible get spot sit one Y I like preface Jolene would get star Yelp option amazing rest colleague could learn A Jolene woman heart She brilliant get job bank filter men bank balance Cuts bullshit Is
Heno Heno,4,,'New York,Izakaya,66,https://s3-media2.fl.yelpcdn.com/bphoto/Mbj3ohufWkWmMIRfejctuw/o.jpg,One best Izakayas city Great food great drink The staff amazing look Asuka She best super cool try item menu For price quality ratio place rainy Friday night plenty seat The wow factor curry rice Monkfish Liver The curry thick creamy beefy flavor even though meat chunk
Good Thanks,4,,'Brooklyn,Australian,9,https://s3-media2.fl.yelpcdn.com/bphoto/eIK9j9rcHa5kUJTFCU88bA/o.jpg,location great Australian cafe original one Orchard St Graham Ave currently serve similar food amaze good thanks food drink customer service staff amaze def recommend laura date night dinner love food drink Really really excellent One waitress super top one kinda lost
Zaytinya - New York,5,,'New York,Tapas/Small Plates,181,https://s3-media3.fl.yelpcdn.com/bphoto/SQZpYC5zpFVRekjm_jrBEw/o.jpg,New Ritz Carlton Nomad open main restaurant The space disappoint airy bright chic brunch time weekend DR food quite good service leave lot desire especially consider adjacent star luxury quite get food know place busy Everything amazing We let son order table For u order large
Chef Katsu Brooklyn,3,$$,'Brooklyn,Pop-Up Restaurants,86,https://s3-media2.fl.yelpcdn.com/bphoto/-P593ghGwPChwqUPPdFQdg/o.jpg,quaint restaurant serve delicious food My friend treat dinner tasty I love clean minimalistic decor chicken katsu burger bowl Brooklyn great price friendly service place A regular go mine partner friend really expect katsu bowl pretty good recommend restaurant may maintain crispness The pork chicken katsu
North River Lobster Co,4,$$,'New York,Seafood,615,https://s3-media4.fl.yelpcdn.com/bphoto/v4VgzHuWmZmLxgI7XqNDBw/o.jpg,River Lobster Co seafood shack boat sail Hudson serve various seafood item drink We order lobster roll A bit overpriced overall fun experience The view beautiful lobster roll tasty little room dietary really fun Sunday excursion right heart Manhattan Tickets expensive get boat Once cruise
Fonda Tribeca,3,,'New York,Mexican,31,https://s3-media2.fl.yelpcdn.com/bphoto/fd7ukzb7VENp1EN8F0PPIA/o.jpg,okay Nothing stand guacamole Expensive eats service We ask several time refill water Not fan Fonda Tribeca satisfied We reserve table Monday night We greet smile around I wonder Fonda rat highly On last trip I try guac chip frijolito con queso vegetarian menu The food
So Do Fun,5,,'New York,Szechuan,43,https://s3-media2.fl.yelpcdn.com/bphoto/R5OiVEAB0NfNrUBhlEdgQw/o.jpg,restaurant ubiquitous city really good one rare Most time almost predict menu open B I fancy someone try food first glance So Do Fun menu ox tongue chili sauce bullfrog dish restaurant fantastic My party come rainy Saturday afternoon server able accommodate u even though reservation
Mino Brasserie,4,,'New York,French,68,https://s3-media2.fl.yelpcdn.com/bphoto/R7S-nTqu8zPv92LJLdD4Vw/o.jpg,Great place I usually avoid French place I vegetarian French cooking general vegetarian friendly However It year ago I first review restaurant I note good food bad service One year later still serve well safe Tart interesting item enjoy fine soup base B
Nish Nush,4,$$,'New York,Vegetarian,799,https://s3-media2.fl.yelpcdn.com/bphoto/ECzZbBEkuuzRpmZZYxg1lg/o.jpg,first time Nish Nush The place lot smaller I anticipate seat outdoors help rush I order B I recently visit Nish Nush New York City tiring conference I say I pleasantly surprise quality food I two location financial district I decide come location big table seat party There plenty
Eyval,5,,'Brooklyn,Persian/Iranian,60,https://s3-media4.fl.yelpcdn.com/bphoto/0SgmhMfwEMqT8kTxnXlzxw/o.jpg,first time din Persian restaurant I shock usage sesame herb texture combination salty My dinner Eyval one best meal I quite time Delicious food unique flavor enough option I saw difficult get reservation Eyval I know good reason I eager try friend I get
Chez Ma Tante,4,$$,'Brooklyn,American (New),259,https://s3-media3.fl.yelpcdn.com/bphoto/KBB74rgWr6C-dOVfIspKlg/o.jpg,fantastic meal evening consist primarily apps one share main two u My wife bunch food allergy wheat dairy front hella rude passive aggressive I would suggest hire someone else face restaurant brunch Brunch Chez Ma Tante Brooklyn staple wow palette The person I din volunteer order chicken liver pate I skeptical I A
Mekong BK,3,$$,'Brooklyn,Vietnamese,101,https://s3-media2.fl.yelpcdn.com/bphoto/Qk_Bkqyj2I0Baw1Bx6T45A/o.jpg,I area crave banh mi I go one two Vietnamese place nearby try new place The one I already friend pretty good crispy Freshly make Vietnamese Beef Bones Broth consist rice noodle slice I area crave Vietnamese food decide stop friend Looking menu I notice definitely bit pricey
Shan,2,,'Brooklyn,Cocktail Bars,60,https://s3-media2.fl.yelpcdn.com/bphoto/Y8NbwQjsmqFb5MbiwGr0tw/o.jpg,Easily best Sichuan restaurant neighborhood within mile radius In part Brooklyn guy Han Dynasty The B Shan SUCH welcomed addition neighborhood My review specific takeout I pleasure din I hear waiter avoid eye contact like train Perseus handle patron Medusa They never check This J
12 Chairs,3,$$,'New York,Middle Eastern,848,https://s3-media2.fl.yelpcdn.com/bphoto/nX3OULyj_xA6Nh-LYbE-OQ/o.jpg,I good experience middle eastern cuisine cafe Chairs Cafe NYC The atmosphere cozy welcoming food absolutely get juice drink bunch dip bread entree choice include shakshuka I really excite try place honesty arayes ok menu mention come tahini sauce
Deux Chats,5,,'Brooklyn,Bars,9,https://s3-media3.fl.yelpcdn.com/bphoto/9_WjJjpxKWXD1Zvn0RMyIA/o.jpg,Chats exciting addition Williamsburg food drink scene I stop grab quick bite bar love casual refine drink Deux Chats Thursday evening A new cocktail bar lot potential thanks unique cocktail list nice selection snack fan late great Donna dry eye beautiful new bar move space The team take great care space tone
3 Times,4,$$,'New York,Dim Sum,237,https://s3-media1.fl.yelpcdn.com/bphoto/I-kKW1dlEk444vgCEhTPTQ/o.jpg,yummy dim sum We come dinner wait staff friendly Our food come fairly quickly everything star seemingly futile quest find great Shanghai Fried Pork Buns NYC I place order I decide give try review mixed comment Yelp Today Chinese lantern festival I want Chinese treat celebrate
David Burke TImeout Market,4,,'Brooklyn,American (New),2,https://s3-media1.fl.yelpcdn.com/bphoto/WbWeR2aiUg8iItoLpsFRgA/o.jpg,This review view space necessarily vendor set shop tell rooftop Y burger top floor Water Street hit spot Also great spot grab drink work floor two
Aska,5,$$$$,'Brooklyn,Scandinavian,144,https://s3-media1.fl.yelpcdn.com/bphoto/JbqcbESV14UepX6RH2KYyg/o.jpg,Dining environment index sister I say friend store good I come try I free A course J A Cozy Nordic Sanctuary Heart Brooklyn Aska bustling metropolis New York City one travel far find exquisite I think fine dining meal I NYC near top The chef treat ingredient Z
Hao Noodle Chelsea,4,$$,'New York,Chinese,592,https://s3-media4.fl.yelpcdn.com/bphoto/g-rPr42i4H_GTeB0FrQAcQ/o.jpg,Hao Noodle absolutely incredible restaurant Chelsea I ca recommend enough From moment step inside greet warm great spot yesterday pulsd fantastic dinner The restaurant spacious front seating back area lot Noodle aesthetic Chinese restaurant locate Chelsea The interior beautiful atrium skylight large communal table small Y
WarrenPeace,4,,'New York,Cocktail Bars,15,https://s3-media3.fl.yelpcdn.com/bphoto/ZDFe1vHPFYY8x-2Y_HOdbg/o.jpg,Special Try place Albanian food WarrenPeace open eye special What secret gem delicious dish order spectacular The wait staff chef incredibly friendly u Explaining A meet friend Thursday evening around The place packed good half table occupy Wooden
Dinner Party,5,,'Brooklyn,American (New),26,https://s3-media4.fl.yelpcdn.com/bphoto/OU3orEqiNGqzFfbhgk6v0g/o.jpg,food amaze vibe experience friend birthday dinner people We seat inside back place Y friend snag u resy little ago I idea expect absolutely delight communal straight dream There nothing I love living intentionally make every day thing life romantic Dinner party
The Orchard Room,4,,'New York,Bars,18,https://s3-media4.fl.yelpcdn.com/bphoto/XLidYb4GDc_DybGvbMIzXA/o.jpg,Orchard Room brand new addition LES scene start middle pandemic Great food Awesome music foodie We recently check The Orchard Room mixed experience First vibe place fusion Asian flavor B I come night friend happy hour refer Golden Hour It Thursday Friday B
Da Toscano,5,,'New York,Italian,113,https://s3-media2.fl.yelpcdn.com/bphoto/hKVmraMl79AlKfYBGp8ofA/o.jpg,Wow This place hit If pass place past look like closed I could give star I date run late allow opportunity explore neighborhood Great location plenty The restaurant quite cozy Da Toscano charming Italian restaurant locate West Village offer traditional Italian fare While menu expansive A
Cosmico,5,,'New York,Cocktail Bars,14,https://s3-media2.fl.yelpcdn.com/bphoto/JXoisg1HV70KlRPqEq1dYQ/o.jpg,If look new spot try town I highly recommend Cosmico As new restaurant already stand fancy decor fun A friend I really excite check place see beautiful interior tik tok Unfortunately one I come Saturday evening Thankfully make reservation pretty full I say food amaze
Baba's Pierogies,5,$$,'Brooklyn,Modern European,465,https://s3-media3.fl.yelpcdn.com/bphoto/XD7fCbqjBCaYOJcH1Dzqlg/o.jpg,My friend I eat way neighborhood Thursday night start Baba The restaurant bright modern warm hearty fill What ask These pierogis epitome comfort food They pillow cheesy carby goodness Each X I stop afternoon super late lunch two friend diner Baba Pierogies Between u order pan
Nerea,5,,'New York,Italian,5,https://s3-media4.fl.yelpcdn.com/bphoto/u15dxRjDXChrCr8-4uBCtA/o.jpg,This place super cute food delicious Def try scollop fish And ambiance great couple cocktail I take date J food incredible price outstanding service really nice atmosphere Really check box pasta top quality And This best pasta I EVER try even Italy The people work truly amazing beautiful A
Charm Kao,4,$$,'Brooklyn,Thai,92,https://s3-media1.fl.yelpcdn.com/bphoto/eTo3KX8eMlWitlRQjLWCPg/o.jpg,This Thai restaurant seem like much absolutely amazing Possibly best Thai food I ever important Came little spot catch friend It cute little spot It bit small inside plan come Do let tiny unassuming nature little gem fool get delicious well present Thai food I come girlfriend
Emilia by Nai,4,,'New York,Tapas/Small Plates,27,https://s3-media2.fl.yelpcdn.com/bphoto/OXFpmxPYmoh_mwfJzKK4qQ/o.jpg,A cute brunch place Brooklynn The food item pretty small shareable I recommend order least couple My friend I finish Y mushroom katsu come WOW blow away And get exponentially worse There way much bread peach toast Pretty good aesthetic addition East Village merge cafe restaurant need know If order coffee
Eataly NYC Flatiron,3,$$,'New York,Italian,6053,https://s3-media4.fl.yelpcdn.com/bphoto/1UDlnuqCjrkF5ZJgXIb1eg/o.jpg,I love concept I one downtown manhattan fell love place Then I go one Vegas twice The one New What complete joke I call book reservation past month month visit May I call finally get B Eataly tale three food different quality They gelato coffee front I highly recommend My favorite gelato
Pearl Street Supper Club,5,$$$$,'Brooklyn,American (New),8,https://s3-media2.fl.yelpcdn.com/bphoto/_aBpawUgVgs84hueJXr05w/o.jpg,Stunning experience Unique atmosphere probably nicest fine dining area Finally felt spot warrant one unique fine din restaurant NYC The food good better spot city My flavor Casual vibe I really good time buck per person definitely leave feeling fulfil The portion big enough X
The Cactus Shop,5,$$,'Brooklyn,Cocktail Bars,48,https://s3-media4.fl.yelpcdn.com/bphoto/qa2JmutkSNSdmCUmRa0v4A/o.jpg,freaking star Everything delicious include cocktail Ambiance vibe cute neon sign plant metal cactus string Overall rating happy price drink Williamsburg always safe make reso sure need There ALOT Service Experience watch game grab drink place disappoint The guac plantain great
