Name,Rating,Pricing,Location,Reviews,Review Count,Cuisine,Number of Reviews,image_url
Cantina 33,5,$$,"['55-33 Myrtle Ave', 'Ridgewood, NY 11385']","[{'text': 'I came on 2/18/22 for a solo brunch and food and service was excellent. There was beautiful natural light by the bar. The walls are decorated with graffiti...', 'reviewer': 'Geraldine E.', 'reviewer_id': 'YheIxiKeEaVlJhhynUWhTw', 'rating': 5}, {'text': 'Cantina 33 is solid in my book. The place is small, clean, and colorful. The staff is friendly, and the service is fast. We always go off-peak. We have been...', 'reviewer': 'Evelin C.', 'reviewer_id': 'bb0xYg9WZdgA5DNmAiRBsw', 'rating': 4}, {'text': 'Bomb margaritas! Happy hour is awesome too! \nWe ordered the hanger steak skewers and chorizo wontons. Skewers are cooked perfectly, not tough and steak is...', 'reviewer': 'Samantha R.', 'reviewer_id': 'iLsH1P80MsIkvRnA-T4PuQ', 'rating': 5}]",3,Peruvian,66,https://s3-media2.fl.yelpcdn.com/bphoto/ji-rOdRogehHdQcgrUg9Ew/o.jpg
TAGMO,4,$$,"['226 Front St', 'New York, NY 10038']","[{'text': 'Had an excellent dinner at Tagmo. There are so many items on the menu that sounded delicious and I was so excited to try them. My experience lived up to my...', 'reviewer': 'Rebecca S.', 'reviewer_id': 'DEE028Q1oDya5DwU4M3zSA', 'rating': 5}, {'text': 'I have walked past this place multiple times and each time it caught my eye, so finally came to try it out with a friend. The ambiance and vibes of the...', 'reviewer': 'Heena J.', 'reviewer_id': 'NbIu__Xi38FbR1Pp3gsT0Q', 'rating': 3}, {'text': ""Below are my favorites in sequence on a drunken night bites. Will definitely come back to try again when I'm sober...\n\nPRAWN RED CURRY \nERAL CHUKKA w PRAWN..."", 'reviewer': 'Emi B.', 'reviewer_id': '3lODYQrvcGriv5Fc2JdPOQ', 'rating': 4}]",3,Indian,59,https://s3-media2.fl.yelpcdn.com/bphoto/x2lWsl7MTyD27OgDlhjyWQ/o.jpg
Park Avenue Tavern,5,$$,"['99 Park Ave', 'New York, NY 10016']","[{'text': 'We decided last minute to try this restaurant as it was close to our hotel (Kitano Hotel). It was such a good call too because the food was amazing!!!\n\nWe...', 'reviewer': 'Clarissa L.', 'reviewer_id': 'Wuwcj4Is78ry1dlB-9DYOQ', 'rating': 5}, {'text': 'Nice for a neighborhood pub, but not quite as nice if you\'re viewing it as something a little more ... ""prestigious""\n\nBurger comes a la cart and is a tad...', 'reviewer': 'Doug W.', 'reviewer_id': 'sBgR7lRY09Ddmv2I7e9hqA', 'rating': 4}, {'text': 'Great good and service. \n\nHad fun time w the fam.  Simple pub food but very good with really good service.  Will be back for sure.', 'reviewer': 'Ollie T.', 'reviewer_id': 'IAxrqfcm-9kj9cDfrtoFEQ', 'rating': 5}]",3,American (Traditional),949,https://s3-media3.fl.yelpcdn.com/bphoto/eEmopKOJ18oF85HpbNXezw/o.jpg
Boucherie West Village,5,$$$,"['99 7th Ave S', 'New York, NY 10014']","[{'text': 'The food is fantastic and the atmosphere is very nice and clean ,also the bartender guy Alejandro is very friendly and very nice, love this place', 'reviewer': 'Phanita I.', 'reviewer_id': 'sNYbCv23B-XAe1Bq-wYBOw', 'rating': 5}, {'text': 'Between the chocolate tart and the pineapple coco tart were something else. We had such a great experience catching up with friends and amazing service.', 'reviewer': 'Andrew W.', 'reviewer_id': 'IwUju0b5kt6OSh2aCiFB0Q', 'rating': 5}, {'text': 'My Unc and I were put on the waitlist at Via Carota, and came here for a drink and an app.\n\nIt was the first hot day of the year, so the city was ALIVE....', 'reviewer': 'Johnny N.', 'reviewer_id': 'JC7Q8D6l_oPyhyIkV_d-7g', 'rating': 5}]",3,French,2215,https://s3-media2.fl.yelpcdn.com/bphoto/-5TXMVrjARsqKQHDg-hKbQ/o.jpg
The River Café,3,$$$$,"['1 Water St', 'Brooklyn, NY 11201']","[{'text': 'While incredibly pricey - our total after tax & tip came out to $638 for 2 people - a memorable, seemingly perfect service & dinner.\n\nService was...', 'reviewer': 'JA A.', 'reviewer_id': '1KfBZN9C3oShFvGsGVcriw', 'rating': 5}, {'text': 'This is by far one of the worse restaurants I\'ve ever been too. The food is bland and the ""Old Man"" boomer standards are out dated and sexist.\n\nNote: the...', 'reviewer': 'Edward B.', 'reviewer_id': '2J9oebj4kVcabHO4fU_YXw', 'rating': 1}, {'text': ""Look. Are the views amazing? Yes. Is the service great? Yes. But I just can't convince myself anymore that spending over $650 on a dinner that leaves you..."", 'reviewer': 'Nik I.', 'reviewer_id': 'nbfskdEItHHja2uLuyRd7w', 'rating': 3}]",3,American (New),1269,https://s3-media3.fl.yelpcdn.com/bphoto/xZuU5JVWXBu8fzGqrwYZNQ/o.jpg
A-Pou's Taste,2,$,"['963 Grand St', 'Brooklyn, NY 11211']","[{'text': 'We got braised pork and the beef pepper dish delivered and the food was incredibly comforting! The prices here are incredible and we will absolutely be...', 'reviewer': 'Michelle Y.', 'reviewer_id': 'Zu9HXapGnwGlL2WpRiWxxA', 'rating': 5}, {'text': 'Service: A few people greeted me and helped me with my order. I told them I wanted the dumplings and pointed to what I wanted in the counter.\n\nFood: It was...', 'reviewer': 'Ger C.', 'reviewer_id': 'zN4SnPiG50c2C-NEhAXcfQ', 'rating': 4}, {'text': ""Not great compared to other Taiwanese restaurants. First of all, isn't it common sense to know if you have fried foods, you don't put it in a container and..."", 'reviewer': 'Peach W.', 'reviewer_id': '-6avOlVLXjPkjMyaMy_2OA', 'rating': 2}]",3,Taiwanese,105,https://s3-media4.fl.yelpcdn.com/bphoto/DPw9xxiyMrDhlpmLX_cDrA/o.jpg
Tito Papas,5,,"['307 Meeker Ave', 'Brooklyn, NY 11211']","[{'text': 'My go to spot when I need my garlic fried rice, I try to come by more than a couple times a month. Philippine/Asian/American flavors, not regular food for a...', 'reviewer': 'Alejandro A.', 'reviewer_id': 'wcU9B8N6TmYvI1zKBoxbMw', 'rating': 5}, {'text': ""Loud bar, blasting house music.\n\nThe food is not authentic Philippine cuisine, it's American fusion. Mid-priced and good, loved the steak tapa nachos and..."", 'reviewer': 'Eric K.', 'reviewer_id': '5mzYhanxTWqpxQF5lc616Q', 'rating': 4}, {'text': 'Made it here for an early dinner Sunday. Bar was open which was where most people were. Seating is comfortable in a booth with typical qr code menu. \nThe...', 'reviewer': 'Zoila N.', 'reviewer_id': 'S2yyTo_R2aCTrmUjEhe9BQ', 'rating': 5}]",3,Filipino,34,https://s3-media4.fl.yelpcdn.com/bphoto/SzGfxHD6oFXpbVxUTZwVKA/o.jpg
Recette,3,,"['103 Havemeyer St', 'Brooklyn, NY 11211']","[{'text': ""I love Recette -- it's a classic Paris neighborhood bistro/bar airlifted to Williamsburg. The food is very good, and the light-filled room is warm and cozy...."", 'reviewer': 'Lisa G.', 'reviewer_id': 'l6hrWv2yDPb--4RQ3OdPCg', 'rating': 5}, {'text': 'This is probably more of a 4.5 than a real 5. With that said I think Recette is a great restaurant. When we went they still had holiday decor which made it...', 'reviewer': 'Nafisa H.', 'reviewer_id': 'uySR3jDEk_DrvUt9fAThYg', 'rating': 5}, {'text': 'Visited this spot last night. Overall experience was okay. I thought the lighting was way too dark upon coming in. Started off with a cappuccino that tasted...', 'reviewer': 'Daniel A.', 'reviewer_id': 'GSroRHpD8xEo5-X_4rOfWQ', 'rating': 3}]",3,French,94,https://s3-media1.fl.yelpcdn.com/bphoto/Yuu75v9ai-lso_Wp1z5rRQ/o.jpg
Hole In The Wall,4,$$,"['37 W 24th St', 'New York, NY 10010']","[{'text': ""We found this spot as soon as we landed. IT IS SO CUTE!!! don't even get me started on their playlist. ITS GREAT. makes brunch even more fun. The wild..."", 'reviewer': 'Maya A.', 'reviewer_id': 'EwcrtYLz4bjaObuvjBw36g', 'rating': 5}, {'text': 'My friend and I were lucky enough to grab brunch at HITW Flatiron this past week on a Friday. We were greeted by the warm cozy interior and a massive list...', 'reviewer': 'Jahleah S.', 'reviewer_id': 'zjJ1_MuPihwPvNeRnlP1dw', 'rating': 5}, {'text': 'My boyfriend and I came here for lunch on a Saturday afternoon. We arrived around 12:30 p.m. and waited about 15 minutes for a table to become available.\n\nI...', 'reviewer': 'Alana K.', 'reviewer_id': 'P7NHWUJlApHDaBlT-vFceg', 'rating': 4}]",3,Australian,293,https://s3-media3.fl.yelpcdn.com/bphoto/UzF75oG0i5gyTqZnBnO15g/o.jpg
El Pingüino,5,,"['25 Greenpoint Ave', 'Brooklyn, NY 11222']","[{'text': 'Love this cozy, beautiful space, menu is straight to the point with amazing execution! The staff ARE AMAZING! DRINKS are solid and the recommendations is...', 'reviewer': 'Tiffany Y.', 'reviewer_id': 'hQyNrZiqEQdSw8nlXc1Zpg', 'rating': 5}, {'text': ""I'd rate El Pingüino four and a half stars.\n\nHad a few glasses of wine while hanging out at the bar. I tried each of their three reds available by the..."", 'reviewer': 'Joseph T.', 'reviewer_id': 'SqVUNVeYJblyoUz4e-Fiqw', 'rating': 4}, {'text': ""Low-key, artsy bar in Greenpoint. I loved my experience here - it's a homey environment and perfect for a catch up with a good friend. \nDrinks were also..."", 'reviewer': 'Karin H.', 'reviewer_id': 'eQgm40HWHKTl_DvbhNgn9A', 'rating': 5}]",3,Spanish,24,https://s3-media4.fl.yelpcdn.com/bphoto/o4Uvz17C6dSsO_cfmx6RDw/o.jpg
Kiki's,5,$$,"['130 Division St', 'New York, NY 10002']","[{'text': ""I came here the other night with my girlfriends .I felt out of loop with what's the hottest places to eat at. I'm not out to eat with the girls as much as I..."", 'reviewer': 'Debra E.', 'reviewer_id': 'KObolttMUx98MHLc6g25rQ', 'rating': 5}, {'text': ""I was really curious about trying out Kiki's, as I had noticed it when we had dinner across the street on my last visit.  The menu offers lunch options, hot..."", 'reviewer': 'Hannah H.', 'reviewer_id': 'GHoG4X4FY8D8L563zzPX5w', 'rating': 2}, {'text': 'Walk-ins only at this restaurant without identifiable signage and an auxiliary seating area across the street. Considering the restaurant space consists of...', 'reviewer': 'Tim O.', 'reviewer_id': 'Krd1R9KZNk36XzM--kBr5A', 'rating': 5}]",3,Greek,797,https://s3-media3.fl.yelpcdn.com/bphoto/kuIPmGUJswjrTwp0HHwOvA/o.jpg
Anything At All,1,$$,"['22 N Loop Rd', 'New York, NY 10044']","[{'text': 'The food was perfect. The sweet potato chips appetizer was especially good. I got the greens on greens salad and my husband got the burger (which he raved...', 'reviewer': 'Julia M.', 'reviewer_id': 'yFpm0ZNjLZqFgKVBZkcbHQ', 'rating': 5}, {'text': 'I wish I could like the place, but me and my gf had pretty bad experience. Service was slow and the dishes were cold and tasteless. We finished our...', 'reviewer': 'Edward P.', 'reviewer_id': 'htPtqgau_IR5ztxL_AQSxg', 'rating': 2}, {'text': ""Ok so they had a bad night tonight but I'm not reviewing tonight.  I'm reviewing the past year. We live on the island and go here from time to time and it's..."", 'reviewer': 'Simon Z.', 'reviewer_id': 'Njdf08xXDVGNndOWDzvGgw', 'rating': 1}]",3,American (New),33,https://s3-media3.fl.yelpcdn.com/bphoto/x2p0NaiidQOWHYdv7CUbOg/o.jpg
Izakaya Juraku,3,$$$,"['121 Ludlow St', 'New York, NY 10002']","[{'text': 'Came to this place after work with friends on a Friday evening. We were a party of 4 but made reservations in advance. We ordered so many things to try, not...', 'reviewer': 'Weilu H.', 'reviewer_id': 'Z3XAldusoFkTYn0u6oH9OQ', 'rating': 5}, {'text': ""Have gone a couple of times with a group of friends for food and drinks. Think it's a good place to go but it's a bit pricey.\nThe skewers are pretty good..."", 'reviewer': 'Betty W.', 'reviewer_id': 'TffQ3R3tE7Hg9MrAHJDdDA', 'rating': 4}, {'text': 'My wife and I had dinner here on Saturday night, 7pm. I had a couple Sapporo beers (which I wish had been colder and in a colder mug, even though I saw them...', 'reviewer': 'Liam R.', 'reviewer_id': 'BsM1nXn_BgbEkgHUbl086A', 'rating': 3}]",3,Bars,192,https://s3-media2.fl.yelpcdn.com/bphoto/uSnwD8tAlriBYJvMGEFmnA/o.jpg
CHILI,5,$$,"['13 E 37th St', 'New York, NY 10016']","[{'text': 'CHILI might be one of my favorite restaurants in the city after my dining experience. The food was excellent, the service was great, and the ambiance was...', 'reviewer': 'Justin J.', 'reviewer_id': 'dHxDNDZgqy4O7fRIe5KjJg', 'rating': 5}, {'text': 'Worth the hype - great food and friendly staffs. A little busy but accurate services. My favorite was braised tofu w/ crab meat, and rice wine soup. The...', 'reviewer': 'Elizabeth K.', 'reviewer_id': '2ab9EGwhLay9p6VkxKSaqg', 'rating': 5}, {'text': 'Oh Chili baby, I would come back to New York and stay in the chaos of it all, just for you \n\nI reached out to Chili before we arrived because the reviews...', 'reviewer': 'Paloma F.', 'reviewer_id': 'SMF67I9Q2BatbD5tbZ2pdg', 'rating': 5}]",3,Szechuan,600,https://s3-media2.fl.yelpcdn.com/bphoto/kXEGv1n69TKeZuvkQxyKGw/o.jpg
Soco,1,$$,"['509 Myrtle Ave', 'Brooklyn, NY 11205']","[{'text': ""Step in the door and greeted \n( packed house)\nWithin 2 minutes.\nWarm genuine smiles by the host who's also the host Manager Mauricia\nSuggest the Salmon..."", 'reviewer': 'Coach R.', 'reviewer_id': 'VpnOFG9duR0dKw7JKng5kw', 'rating': 5}, {'text': 'Food and atmosphere is  \n\nThe service was amazingggg! The staff wore gloves and kept everything super friendly and professional (can I get a Black...', 'reviewer': 'Trendy D.', 'reviewer_id': 'itZ7kdB8esW-ln3lY3-1Vw', 'rating': 5}, {'text': 'Management here had the most ridiculous rule, our last joining party member could not order or eat with us because his tab needed to be calculated...', 'reviewer': 'Norma R.', 'reviewer_id': 'M3123DVq-ai3MX4iEBr8Iw', 'rating': 1}]",3,Cajun/Creole,2339,https://s3-media3.fl.yelpcdn.com/bphoto/a-NToPvYpcEcf5DqSd_D2w/o.jpg
LĒNA,5,$$,"['137 Eldridge St', 'New York, NY 10002']","[{'text': 'This is a casual, neighborhood bar. One wall is brick and the others are decorated with lovely, large canvas paintings. The windows have red velvet...', 'reviewer': 'Maggie B.', 'reviewer_id': 'jNKKoDWxBcSFRYNvA2hqBA', 'rating': 5}, {'text': 'Ruben and Etienne are such great attentive guys! They went above and beyond with taking care of us and making our trip memorable. \n\nDrinks are well made....', 'reviewer': 'Mei Z.', 'reviewer_id': 'lcCh6RwYUDe_y_w5qCRVaA', 'rating': 5}, {'text': 'Very easygoing and laid back vibe, if\nFrench people were ever either of those\nthings, more people would visit Paris.\nBut just like the magic of France,...', 'reviewer': 'Clem Joshua R.', 'reviewer_id': 'RY8wUVdU01DULpMlkCqS9Q', 'rating': 5}]",3,French,219,https://s3-media1.fl.yelpcdn.com/bphoto/flBHYk4IMSAwHMdq7rCvxw/o.jpg
Nubiani,3,,"['315 5th Ave', '3FL', 'New York, NY 10016']","[{'text': ""We celebrated friend's birthday on a week day evening. \nI really like the place. The service is great, they are nice attentive and patient. \nThe beef we..."", 'reviewer': 'Maggie L.', 'reviewer_id': '0jX7F7zLdfpctNMOyyV-Pg', 'rating': 5}, {'text': 'We booked a ressie for 8:30pm on a Monday and it was honestly still kind of packed, though not in a way where it detracted from any of the ambiance. The...', 'reviewer': 'Katie W.', 'reviewer_id': 'QQm9JB-ayJFswDCVWEGpAA', 'rating': 4}, {'text': 'The food here is really good and is a great elevated option for korean barbecue. The space is absolutely beautiful and feels high end.\n\nHowever, where I...', 'reviewer': 'Vivian Y.', 'reviewer_id': 'Q3ODjfdvwh1dfpJ2szQj1w', 'rating': 3}]",3,Korean,103,https://s3-media2.fl.yelpcdn.com/bphoto/rv0t-R6nNtX2c-9jPcHNfA/o.jpg
Kiki's,5,$$,"['130 Division St', 'New York, NY 10002']","[{'text': ""I came here the other night with my girlfriends .I felt out of loop with what's the hottest places to eat at. I'm not out to eat with the girls as much as I..."", 'reviewer': 'Debra E.', 'reviewer_id': 'KObolttMUx98MHLc6g25rQ', 'rating': 5}, {'text': ""I was really curious about trying out Kiki's, as I had noticed it when we had dinner across the street on my last visit.  The menu offers lunch options, hot..."", 'reviewer': 'Hannah H.', 'reviewer_id': 'GHoG4X4FY8D8L563zzPX5w', 'rating': 2}, {'text': 'Walk-ins only at this restaurant without identifiable signage and an auxiliary seating area across the street. Considering the restaurant space consists of...', 'reviewer': 'Tim O.', 'reviewer_id': 'Krd1R9KZNk36XzM--kBr5A', 'rating': 5}]",3,Greek,797,https://s3-media3.fl.yelpcdn.com/bphoto/kuIPmGUJswjrTwp0HHwOvA/o.jpg
Anything At All,1,$$,"['22 N Loop Rd', 'New York, NY 10044']","[{'text': 'The food was perfect. The sweet potato chips appetizer was especially good. I got the greens on greens salad and my husband got the burger (which he raved...', 'reviewer': 'Julia M.', 'reviewer_id': 'yFpm0ZNjLZqFgKVBZkcbHQ', 'rating': 5}, {'text': 'I wish I could like the place, but me and my gf had pretty bad experience. Service was slow and the dishes were cold and tasteless. We finished our...', 'reviewer': 'Edward P.', 'reviewer_id': 'htPtqgau_IR5ztxL_AQSxg', 'rating': 2}, {'text': ""Ok so they had a bad night tonight but I'm not reviewing tonight.  I'm reviewing the past year. We live on the island and go here from time to time and it's..."", 'reviewer': 'Simon Z.', 'reviewer_id': 'Njdf08xXDVGNndOWDzvGgw', 'rating': 1}]",3,American (New),33,https://s3-media3.fl.yelpcdn.com/bphoto/x2p0NaiidQOWHYdv7CUbOg/o.jpg
Izakaya Juraku,3,$$$,"['121 Ludlow St', 'New York, NY 10002']","[{'text': 'Came to this place after work with friends on a Friday evening. We were a party of 4 but made reservations in advance. We ordered so many things to try, not...', 'reviewer': 'Weilu H.', 'reviewer_id': 'Z3XAldusoFkTYn0u6oH9OQ', 'rating': 5}, {'text': ""Have gone a couple of times with a group of friends for food and drinks. Think it's a good place to go but it's a bit pricey.\nThe skewers are pretty good..."", 'reviewer': 'Betty W.', 'reviewer_id': 'TffQ3R3tE7Hg9MrAHJDdDA', 'rating': 4}, {'text': 'My wife and I had dinner here on Saturday night, 7pm. I had a couple Sapporo beers (which I wish had been colder and in a colder mug, even though I saw them...', 'reviewer': 'Liam R.', 'reviewer_id': 'BsM1nXn_BgbEkgHUbl086A', 'rating': 3}]",3,Bars,192,https://s3-media2.fl.yelpcdn.com/bphoto/uSnwD8tAlriBYJvMGEFmnA/o.jpg
Zizi,4,,"['182 8th Ave', 'New York, NY 10011']","[{'text': 'Just had a great quick brunch at Zizi! Never been here, was just looking for a place with some lighter fare for brunch/lunch. It seems like an Israeli spot,...', 'reviewer': 'Samantha M.', 'reviewer_id': 'QJdLjga2omxUzr27dCi3dg', 'rating': 5}, {'text': ""Zizi is a really cool, really hip restaurant that has pretty good food. It's a good place for dates, family dinners and everything in between. They also..."", 'reviewer': 'George C.', 'reviewer_id': 'WwuZ-1fj54F8HHXvb2d1CA', 'rating': 4}, {'text': 'Came here on a weekday night without reservation and was seated within 5 min! Overall ambience was quite nice and cozy. Great for friend catch up or date...', 'reviewer': 'Nina C.', 'reviewer_id': 'BWt3yY1QzCNgJtR7taHp4A', 'rating': 4}]",3,Mediterranean,182,https://s3-media3.fl.yelpcdn.com/bphoto/aWhsm05TeXRgFxkQ0n5SPQ/o.jpg
